rate,pop_idx,pop_name,n_trials_with_both_peaks,f0_hz_mean,f0_hz_std,flow_hz_mean,flow_hz_std,flow_over_f0_mean,flow_over_f0_std,flow_over_f0_sem,freq_resolution_hz_mean,consistent_with_0.5_subharmonic
06.78,5,L5I,10.0,77.9541015625,1.500797554195411,40.625,2.3591840272347997,0.5211040954697701,0.027921393721099957,0.008829519960500005,0.244140625,False
06.78,6,L6E,10.0,78.90625,2.372062070603734,39.7705078125,2.635638482731719,0.504885895789727,0.04298904262245891,0.013594328911702808,0.244140625,False
06.78,7,L6I,10.0,80.46875,2.3870911253086557,39.4287109375,1.8242603980680252,0.48992313543152743,0.015129452937489022,0.0047843531034790394,0.244140625,False
07.03,0,L23E,10.0,79.5166015625,2.1347379768941273,39.84375,2.732727523286141,0.501220662978145,0.03396173391527071,0.010739643246084334,0.244140625,True
07.03,1,L23I,10.0,79.1015625,1.7031615833704712,39.55078125,1.925807221061073,0.49994860979667105,0.020269117037703135,0.00640965759996669,0.244140625,True
07.03,2,L4E,10.0,78.4423828125,2.1254105015605274,39.4287109375,2.2025339522663345,0.5032830925966892,0.036115818627646866,0.01142082464249007,0.244140625,False
07.03,3,L4I,10.0,78.7353515625,1.5060836200619911,39.6728515625,2.4284868670860633,0.5037210849324166,0.026382956986374766,0.008343023548719618,0.244140625,False
07.03,4,L5E,10.0,79.541015625,2.8021275021689247,38.9404296875,2.4797605770170232,0.4898247081716864,0.030996670802923156,0.009802007961967734,0.244140625,False
07.03,5,L5I,10.0,78.5400390625,1.8162560258406446,39.94140625,2.046514037630196,0.5087155789538332,0.026693395497774695,0.00844119282566521,0.244140625,False
07.03,6,L6E,10.0,79.9560546875,2.5063254548233225,39.697265625,2.3252534388661306,0.49705324955554725,0.035135644872440204,0.011110866485572732,0.244140625,True
07.03,7,L6I,10.0,79.6142578125,2.268304519190024,39.794921875,2.1714948021038953,0.5001515130440526,0.02988692779383107,0.00945107640934974,0.244140625,True
07.8,0,L23E,10.0,79.345703125,2.463012036201425,38.8916015625,2.128524201591451,0.49073485517363213,0.033394426037805826,0.01056024474334986,0.244140625,False
07.8,1,L23I,10.0,78.8818359375,2.789454290450343,40.185546875,1.9538030507060713,0.5097557365117121,0.02594096821724346,0.008203254427652695,0.244140625,False
07.8,2,L4E,10.0,79.4921875,2.0006956374178704,39.16015625,1.6804569660338942,0.4928750068483915,0.023389155577539112,0.007396300417305458,0.244140625,False
07.8,3,L4I,10.0,79.052734375,1.7784880702666321,39.599609375,2.195154753810062,0.5014095842491886,0.03424452352907742,0.010829069173911195,0.244140625,True
07.8,4,L5E,10.0,78.8818359375,2.504210634951048,40.0146484375,2.4235731071497155,0.5076681619405476,0.03374133686250288,0.010669947578450868,0.244140625,False
07.8,5,L5I,10.0,79.6630859375,2.3783357183510847,40.4541015625,2.8356069156708226,0.5079999443497496,0.03570690635027824,0.01129151522652093,0.244140625,False
07.8,6,L6E,10.0,78.90625,2.0837147681416925,40.3564453125,3.031999842654638,0.5117612164149101,0.04038035485354653,0.012769389406304198,0.244140625,False
07.8,7,L6I,10.0,79.6875,3.0864456552431143,38.0615234375,1.7697154986130845,0.47800521920011263,0.023298497218160515,0.0073676317268484125,0.244140625,False
07.29,0,L23E,10.0,79.1015625,3.038436637792069,38.7451171875,2.375549475925058,0.49010170400785436,0.029135802854023576,0.009213549847634886,0.244140625,False
07.29,1,L23I,10.0,78.076171875,2.0125771412304205,38.57421875,2.293131966732645,0.49432629695836,0.03184176721524813,0.010069250912506107,0.244140625,False
07.29,2,L4E,10.0,77.6611328125,1.7126619038152442,39.453125,2.672444759345546,0.5081419212599517,0.03443193208781262,0.010888332963772462,0.244140625,False
07.29,3,L4I,10.0,77.9296875,1.4319217088491387,39.2333984375,2.7211915960836035,0.5037168675611838,0.038218471293189525,0.012085741797623974,0.244140625,False
07.29,4,L5E,10.0,78.61328125,2.3614287318598484,40.087890625,1.3656365210548849,0.5103635529158915,0.02365866794788634,0.007481527712094265,0.244140625,False
07.29,5,L5I,10.0,79.1015625,1.8087655249750056,38.2080078125,1.838724532502442,0.4835555444488662,0.03157368580916628,0.00998447612835019,0.244140625,False
07.29,6,L6E,10.0,79.8828125,1.785920146399115,39.501953125,2.099546288619414,0.4949511088642269,0.03239725100817918,0.010244910311403252,0.244140625,False
07.29,7,L6I,10.0,79.00390625,2.0237345107252023,40.13671875,2.8522573057159453,0.5083095221797065,0.03830104046435027,0.012111852462161997,0.244140625,False
07.54,0,L23E,10.0,79.6142578125,2.262457610330938,39.0625,2.44140625,0.4908286123797364,0.030648170815867466,0.009691802589604217,0.244140625,False
07.54,1,L23I,10.0,78.90625,1.85860708640888,39.9169921875,2.3196928407778685,0.5060914928756552,0.030913222951432236,0.009775619434311857,0.244140625,False
07.54,2,L4E,10.0,77.880859375,1.5988674075836995,39.9658203125,2.5606977953526275,0.5134809878901628,0.03644891835511508,0.01152616002516816,0.244140625,False
07.54,3,L4I,10.0,78.5888671875,1.8537904164755756,38.7939453125,1.51135119762388,0.49409995821124025,0.027584451526435877,0.008722969483004573,0.244140625,False
07.54,4,L5E,10.0,79.345703125,2.510945413499595,39.208984375,2.2173680163966667,0.49426413940534186,0.025975580728026224,0.008214199864613761,0.244140625,False
07.54,5,L5I,10.0,78.4423828125,2.0460285640051397,39.697265625,2.3507472949063555,0.5062756877357432,0.031100772349950567,0.00983492776162311,0.244140625,False
07.54,6,L6E,10.0,79.0771484375,2.0048291396909215,38.9892578125,2.1097730724085006,0.49318523488699617,0.026621931759249966,0.008418594007280325,0.244140625,False
07.54,7,L6I,10.0,77.734375,2.010601766495086,38.427734375,1.9367805703962913,0.49434712833884537,0.021309945420625857,0.00673879643430526,0.244140625,False
08.05,0,L23E,10.0,78.564453125,1.7332264989549657,40.625,2.3422801742445944,0.5169423141983498,0.024032842189828874,0.007599851996724796,0.244140625,False
08.05,1,L23I,10.0,79.1015625,1.9463315011558264,40.185546875,2.420154904118409,0.5083350371509253,0.03394828986737365,0.010735391864851625,0.244140625,False
08.05,2,L4E,10.0,78.4423828125,2.6220344463652436,39.3798828125,1.5782306161586432,0.5026245280361399,0.027822963343055677,0.008798393541942869,0.244140625,True
08.05,3,L4I,10.0,78.6865234375,2.639655843901467,39.990234375,2.7059378177891156,0.5085432753422354,0.035414726166303215,0.01119911973966812,0.244140625,False
08.05,4,L5E,10.0,77.392578125,1.9900747494527156,39.892578125,2.3787533732350403,0.5158851790804997,0.03530105267962733,0.01116317302692126,0.244140625,False
08.05,5,L5I,10.0,78.8330078125,2.0666407368171558,40.52734375,2.177585963583928,0.5143947758931899,0.03016031380221896,0.009537528656042503,0.244140625,False
08.05,6,L6E,10.0,79.78515625,2.3354843760511605,39.208984375,1.461222375485901,0.49174064649172083,0.02153630287838001,0.006810376947492107,0.244140625,False
08.05,7,L6I,10.0,77.63671875,1.3122164303871338,39.1357421875,1.5907697217481702,0.5043007780391261,0.024225126148562426,0.007660657523435981,0.244140625,False
08.31,0,L23E,10.0,78.41796875,2.764053348353357,38.0126953125,2.44966593257533,0.4857578811328206,0.042336205015043295,0.013387883533537991,0.244140625,False
08.31,1,L23I,10.0,78.466796875,2.4283505080153986,40.4052734375,2.0787825153718753,0.515480824961801,0.03237853615100509,0.010238992153927765,0.244140625,False
08.31,2,L4E,10.0,78.662109375,1.869266361838132,39.0869140625,1.7584528757351157,0.49718533262290254,0.026249104288494068,0.008300695609093479,0.244140625,True
08.31,3,L4I,10.0,80.1513671875,2.3949851041050527,39.599609375,2.124631363552177,0.4941785400847589,0.024899450566015172,0.007873897627537669,0.244140625,False
08.31,4,L5E,10.0,79.248046875,2.8359572284667323,38.7451171875,2.884236742909988,0.4894135399925915,0.04008697812919245,0.01267661554016037,0.244140625,False
08.31,5,L5I,10.0,79.4189453125,1.4238048307946278,40.0390625,1.8486029771485266,0.5043149130678154,0.025398932867536226,0.00803184779991262,0.244140625,False
08.31,6,L6E,10.0,79.833984375,2.1806251638955505,39.4775390625,2.201932495687052,0.49466501322985607,0.027292806540118734,0.00863074324051149,0.244140625,False
08.31,7,L6I,10.0,79.1748046875,3.2573438633110827,40.0634765625,1.5502876288321201,0.5064668452404388,0.02166468043605426,0.0068509734957621325,0.244140625,False
08.56,0,L23E,10.0,80.322265625,2.711316935051706,39.94140625,1.9874106589016487,0.4975292836912663,0.02528327638745628,0.007995274009591567,0.244140625,True
08.56,1,L23I,10.0,79.6875,2.392633485045474,39.501953125,1.9524467138187533,0.49608849415052864,0.028201772987184782,0.008918183669451449,0.244140625,False
08.56,2,L4E,10.0,79.0283203125,2.042789124728292,40.4296875,2.0754346522519636,0.5120741057990155,0.03267690272475892,0.010333343949000037,0.244140625,False
08.56,3,L4I,10.0,78.662109375,1.9524467138187533,39.501953125,2.388755183457986,0.5023195243194752,0.03024504597345682,0.00956432332126281,0.244140625,True
08.56,4,L5E,10.0,78.7353515625,1.353213635116853,40.8935546875,1.8423228227004835,0.5197339565868992,0.029593049839467384,0.009358144040359714,0.244140625,False
08.56,5,L5I,10.0,78.4912109375,1.4523574460916948,38.5986328125,2.0310843636559928,0.49176550294404126,0.024449540120580038,0.007731623452470075,0.244140625,False
08.56,6,L6E,10.0,79.4921875,2.7983433984814394,39.5263671875,3.069771056445294,0.4978404869806322,0.043044788267092855,0.01361195723237057,0.244140625,True
08.56,7,L6I,10.0,79.39453125,1.9113090935012598,40.087890625,1.5938890849407672,0.5053315374110354,0.026509561874315992,0.008383059529600084,0.244140625,False
08.81,0,L23E,10.0,78.6376953125,2.340158607273602,39.2333984375,3.151946975505131,0.4999968219022741,0.051015807156154475,0.016132614728536544,0.244140625,True
08.81,1,L23I,10.0,79.0771484375,2.1421707153899385,38.37890625,2.4381488686294275,0.4854835537113539,0.0301875248885913,0.00954613355709692,0.244140625,False
08.81,2,L4E,10.0,78.857421875,2.0000334842845877,40.0634765625,2.3145481238561323,0.5082917630161281,0.03145404201654701,0.009946641439092416,0.244140625,False
08.81,3,L4I,10.0,78.61328125,2.222737676391221,39.8681640625,2.28749328686413,0.5074795269673726,0.032098307960564926,0.01015037621928993,0.244140625,False
08.81,4,L5E,10.0,77.8564453125,1.7994045567813222,39.0380859375,1.8644772291628957,0.501568785459052,0.02476663669818446,0.007831898194817506,0.244140625,True
08.81,5,L5I,10.0,79.443359375,2.3195500860566174,39.3310546875,2.2418733466070524,0.4954214845725655,0.030566984009927727,0.009666129067331851,0.244140625,False
08.81,6,L6E,10.0,80.908203125,2.1690535480413646,40.4296875,2.3224035132470013,0.49961231038711007,0.023917731228666753,0.007563450714632447,0.244140625,True
08.81,7,L6I,10.0,77.4658203125,1.4376914224006414,41.2841796875,1.5882698201693246,0.5329833391159686,0.01953583237824031,0.006177772630250343,0.244140625,False
09.07,0,L23E,10.0,79.6142578125,2.3960909497620895,39.3798828125,2.0492628824388754,0.49520541346285485,0.03274452487585541,0.010354727950774535,0.244140625,False
09.07,1,L23I,10.0,79.3701171875,2.577196975295258,39.501953125,1.9558357924218492,0.49824676070613616,0.0312070471275955,0.009868534797141703,0.244140625,True
09.07,2,L4E,10.0,78.61328125,2.0779858943365404,39.794921875,2.313260156828108,0.5063845895481774,0.029751940934244544,0.009408389816301066,0.244140625,False
09.07,3,L4I,10.0,78.41796875,1.3801085238085986,39.453125,2.223333504756404,0.5033626866373968,0.031942103536777025,0.010100980043313536,0.244140625,False
09.07,4,L5E,10.0,78.80859375,2.0837147681416925,40.234375,2.945019200047798,0.510707220204899,0.0380025805972075,0.012017471165129757,0.244140625,False
09.07,5,L5I,10.0,78.80859375,2.002680783238545,39.94140625,2.3422801742445944,0.507554375948711,0.039233528232434374,0.012406730985901261,0.244140625,False
09.07,6,L6E,10.0,79.541015625,2.02569707900027,41.1865234375,2.5320886549130774,0.5184597627388341,0.03960165412799595,0.012523142615467645,0.244140625,False
09.07,7,L6I,10.0,79.19921875,2.3023552597339836,39.9169921875,2.1508097796879087,0.5044230880032975,0.031471576123313263,0.00995218621050421,0.244140625,False
09.32,0,L23E,10.0,78.4423828125,2.4197443952690274,40.1611328125,2.6873957887302033,0.5126309515278297,0.040972132340000474,0.012956525878824588,0.244140625,False
09.32,1,L23I,10.0,79.638671875,2.11838794316718,38.8427734375,2.291542974659632,0.4876939186937669,0.024976952372512146,0.007898405850668476,0.244140625,False
09.32,2,L4E,10.0,80.2001953125,2.226458987679761,39.3310546875,1.6171949041404914,0.491126873194904,0.03185831480153771,0.01007448371875143,0.244140625,False
09.32,3,L4I,10.0,79.1015625,2.003342061375516,39.0869140625,1.910095948921086,0.49421695706971036,0.02283562251759847,0.007221257894343964,0.244140625,False
09.32,4,L5E,10.0,79.5166015625,2.5057969171846275,39.453125,2.627459307515896,0.4964471182337403,0.034295906580428075,0.010845317921450942,0.244140625,False
09.32,5,L5I,10.0,77.734375,1.6243456965982614,38.818359375,2.5162149794499196,0.49947414153650105,0.03242346252923874,0.010253199122151821,0.244140625,True
09.32,6,L6E,10.0,78.662109375,2.18305347774806,40.13671875,1.9538030507060713,0.5104589972630578,0.02576820734099918,0.008148622641702854,0.244140625,False
09.32,7,L6I,10.0,78.22265625,2.2879275248444766,39.453125,2.0849857135286296,0.5042591405026257,0.019236238695152386,0.006083032789134692,0.244140625,False
09.58,0,L23E,10.0,79.4921875,3.080001680668184,40.283203125,2.162325887953519,0.507255497763097,0.030004125621876418,0.009488137616694547,0.244140625,False
09.58,1,L23I,10.0,78.80859375,2.5909086339295446,39.208984375,2.6224132892087018,0.49815264575932827,0.038636469587925645,0.012217924464567225,0.244140625,True
09.58,2,L4E,10.0,78.7353515625,2.302499080533058,39.55078125,2.3670311803790667,0.5026870774598688,0.03278792847027001,0.010368453372473363,0.244140625,True
09.58,3,L4I,10.0,78.759765625,2.1102438812972584,39.4775390625,1.953294534742735,0.501265378317159,0.021651053947301144,0.006846664421665081,0.244140625,True
09.58,4,L5E,10.0,78.3447265625,1.8537904164755756,39.404296875,1.9907402150287312,0.503132448120359,0.026189270961625728,0.008281774649804547,0.244140625,False
09.58,5,L5I,10.0,80.1025390625,2.625568187114809,40.8935546875,2.6022586190298633,0.5106731163175436,0.030821464251509938,0.009746602785622819,0.244140625,False
09.58,6,L6E,10.0,78.90625,2.3832038043910324,39.5751953125,2.5694761761146507,0.5016772841243372,0.031675837743305985,0.010016779406277487,0.244140625,True
09.58,7,L6I,10.0,77.880859375,1.5483640617220418,39.1357421875,2.8888254606994734,0.5026552269982311,0.03777185991107868,0.01194451087798137,0.244140625,True
09.83,0,L23E,10.0,79.4189453125,2.809798273438132,38.4765625,1.715559647532729,0.48525952879819806,0.03150337999357499,0.009962243477347765,0.244140625,False
09.83,1,L23I,10.0,78.7353515625,2.387229841125102,40.72265625,2.4381488686294275,0.5175068789510491,0.03271193436096837,0.010344421925058467,0.244140625,False
09.83,2,L4E,10.0,79.5654296875,2.3822309830173953,38.8916015625,2.2139305820259185,0.4890131872280444,0.02833197567078657,0.00895935737321624,0.244140625,False
09.83,3,L4I,10.0,79.296875,2.4945390184462504,39.6728515625,2.7818464575418638,0.500649515058207,0.03686187786545349,0.011656749288577883,0.244140625,True
09.83,4,L5E,10.0,78.0029296875,1.9094023773844508,39.1357421875,1.8343972673568338,0.5016242009557733,0.017138809045443987,0.005419767296629926,0.244140625,True
09.83,5,L5I,10.0,78.90625,1.815344204895662,39.6240234375,2.375549475925058,0.5026882025602128,0.036732818492947863,0.011615937131526893,0.244140625,True
09.83,6,L6E,10.0,78.4912109375,1.7463593533426867,40.3076171875,2.194098556664912,0.5139802620522471,0.034379252844770156,0.010871674324429686,0.244140625,False
09.83,7,L6I,10.0,78.9794921875,2.657658820443999,40.771484375,2.310395437268618,0.5163029062036375,0.025774154957916424,0.008150503443313717,0.244140625,False
10.08,0,L23E,10.0,77.9052734375,2.117293451777578,40.1123046875,2.2554213120089495,0.5149199939358478,0.026333441543546228,0.008327365390850616,0.244140625,False
10.08,1,L23I,10.0,77.7587890625,2.0369451514947636,39.6728515625,1.0626273484049964,0.5106235812390347,0.02195189810197079,0.006941799696615488,0.244140625,False
10.08,2,L4E,10.0,79.1748046875,2.087683903454431,38.57421875,2.6941642834060624,0.4876211920151431,0.03797411338020597,0.012008469040692646,0.244140625,False
10.08,3,L4I,10.0,79.248046875,1.6606348881099882,39.5751953125,1.4532691583259245,0.49968452481801623,0.023549608894278918,0.007447040211208079,0.244140625,True
10.08,4,L5E,10.0,79.931640625,2.9727734522997067,39.3798828125,2.2139305820259185,0.4931319049369085,0.030550327808843262,0.009660861914072583,0.244140625,False
10.08,5,L5I,10.0,78.6865234375,2.6296009331790535,38.9404296875,2.4447947405273114,0.4954252271867146,0.03621494021420152,0.011452169640370291,0.244140625,False
10.08,6,L6E,10.0,79.6142578125,2.448043278876031,41.11328125,2.059417784881072,0.5166308292081105,0.02599217928448926,0.008219448789043172,0.244140625,False
10.08,7,L6I,10.0,79.5654296875,2.493609632186826,40.625,2.328099875773271,0.511187318925546,0.035976269741861494,0.011376695410088022,0.244140625,False
10.34,0,L23E,10.0,79.345703125,2.6244328607742675,38.4521484375,2.187447925734963,0.4853003125574462,0.0355497141719089,0.011241806695119875,0.244140625,False
10.34,1,L23I,10.0,78.3447265625,2.279953354401116,40.33203125,1.95921900856825,0.5151526039051545,0.028054173190795235,0.008871508515574642,0.244140625,False
