rate,trial,pop_idx,pop_name,fs,n_samples,freq_resolution_hz,f0_hz,f0_power,flow_hz,flow_power,flow_over_f0
05.25,0,5,L5I,1000.0,300000,0.244140625,78.125,0.0026146586311308916,42.48046875,0.0077688219435436525,0.54375
05.25,0,6,L6E,1000.0,300000,0.244140625,77.63671875,0.008642166389619559,41.015625,0.02770884801932975,0.5283018867924528
05.25,0,7,L6I,1000.0,300000,0.244140625,79.58984375,0.006265121393192301,35.64453125,0.025255655266352314,0.44785276073619634
05.25,1,0,L23E,1000.0,300000,0.244140625,78.369140625,1.3669828442969536e-05,36.62109375,5.235325592929453e-05,0.4672897196261682
05.25,1,1,L23I,1000.0,300000,0.244140625,83.984375,0.0012173961828711324,40.283203125,0.0048281057562587285,0.4796511627906977
05.25,1,2,L4E,1000.0,300000,0.244140625,78.125,0.004676216706013366,39.306640625,0.018485140671666015,0.503125
05.25,1,3,L4I,1000.0,300000,0.244140625,76.416015625,0.004867885474984136,39.0625,0.014279948474528174,0.5111821086261981
05.25,1,4,L5E,1000.0,300000,0.244140625,81.298828125,0.013391578810176758,40.0390625,0.044331553285578924,0.4924924924924925
05.25,1,5,L5I,1000.0,300000,0.244140625,79.345703125,0.0010364149071876818,38.0859375,0.003819204770939357,0.48
05.25,1,6,L6E,1000.0,300000,0.244140625,79.58984375,0.012349207084982505,36.376953125,0.045250847514463885,0.4570552147239264
05.25,1,7,L6I,1000.0,300000,0.244140625,75.927734375,0.004237774502218944,39.306640625,0.01287116632420359,0.5176848874598071
05.25,2,0,L23E,1000.0,300000,0.244140625,77.880859375,0.0033509142001292114,41.748046875,0.010553351269069972,0.5360501567398119
05.25,2,1,L23I,1000.0,300000,0.244140625,78.125,0.004200023724548001,39.306640625,0.01466304643912654,0.503125
05.25,2,2,L4E,1000.0,300000,0.244140625,81.298828125,0.022289765447758722,39.0625,0.08344248701763425,0.4804804804804805
05.25,2,3,L4I,1000.0,300000,0.244140625,75.927734375,0.01053548148687193,39.794921875,0.029971725720438293,0.5241157556270096
05.25,2,4,L5E,1000.0,300000,0.244140625,80.810546875,0.01214321267686513,36.865234375,0.04695409152451497,0.4561933534743202
05.25,2,5,L5I,1000.0,300000,0.244140625,81.0546875,0.002114086684354898,37.59765625,0.008279915118895035,0.463855421686747
